nome;data_nascimento;area;posicao;formacao;genero;lider;qtd_liderados;custo_mensal
Alexia da Paz;22/12/1985;Operações;C-level;Fundamental;Feminino;0;0;17336
Vitor Gabriel da Costa;30/08/1999;Vendas;C-level;Tecnólogo;Masculino;0;0;8892
Lorena Moura;03/12/1986;Operações;Gerente;Mestrado;Feminino;1;26;2010
João Lucas Ferreira;19/03/1997;Jurídico;Assistente;Tecnólogo;Feminino;0;0;17031
Srta. Joana Lima;24/11/1975;RH;Coordenador;Doutorado;Masculino;0;0;2071
Ana Sophia Correia;08/08/2006;Operações;Gerente;Ensino Médio;Masculino;0;0;2241
Olivia Moreira;03/01/1974;Financeiro;Estagiário;Doutorado;Masculino;0;0;6445
Raul das Neves;25/01/1981;Produção;Assistente;Ensino Médio;Masculino;0;0;8218
Sr. João Guilherme Moreira;29/11/2003;Financeiro;Analista;Tecnólogo;Masculino;1;33;14680
Olivia Cavalcanti;21/11/1977;Marketing;Coordenador;Mestrado;Feminino;1;25;14603
Melissa da Luz;15/04/1972;Financeiro;Diretor;Graduação;Masculino;0;0;11315
Dra. Valentina Moura;11/11/1970;RH;Coordenador;Doutorado;Masculino;0;0;5523
Levi da Mota;12/02/1991;Jurídico;Estagiário;Tecnólogo;Feminino;1;18;3866
Miguel Peixoto;07/11/1986;Logística;Coordenador;Graduação;Feminino;0;0;15638
Mariane Monteiro;01/11/1992;Operações;Gerente;Tecnólogo;Feminino;0;0;4443
Júlia Vieira;21/06/1973;Operações;Coordenador;Ensino Médio;Masculino;0;0;11398
Lara Peixoto;18/01/1961;RH;Coordenador;Fundamental;Masculino;0;0;19668
Stella Cavalcanti;17/09/1973;RH;Assistente;Mestrado;Feminino;0;0;2133
Maria Vitória Nascimento;22/04/1975;Vendas;Estagiário;Doutorado;Masculino;0;0;11698
Ana Júlia Almeida;03/03/1990;Produção;Assistente;Graduação;Feminino;1;23;5155
Agatha Freitas;03/11/1990;Logística;Diretor;Tecnólogo;Feminino;0;0;17123
Emilly Correia;15/04/1991;Operações;C-level;Tecnólogo;Feminino;0;0;14351
Breno Sales;27/07/1999;Produção;Assistente;Tecnólogo;Masculino;0;0;17507
Dr. João Guilherme Porto;31/12/1966;Marketing;Assistente;Mestrado;Masculino;0;0;14517
Emanuel Souza;06/02/1977;Financeiro;Coordenador;Doutorado;Feminino;0;0;8949
Pedro Lucas Gomes;08/07/1987;Vendas;Coordenador;Tecnólogo;Feminino;0;0;19848
Alice da Luz;18/06/1987;Vendas;C-level;Mestrado;Feminino;0;0;14292
Sarah Farias;25/08/2000;Produção;Analista;Ensino Médio;Feminino;1;36;11316
Sr. João Alves;21/04/1972;Financeiro;Gerente;Fundamental;Masculino;0;0;13205
Larissa Ribeiro;28/01/1998;RH;Estagiário;Graduação;Feminino;1;44;6102
Camila Alves;23/05/1995;Marketing;C-level;Mestrado;Masculino;0;0;19987
Luiz Henrique da Paz;23/10/1977;Jurídico;Gerente;Mestrado;Masculino;0;0;9111
Sr. Thomas Gonçalves;23/11/1963;Jurídico;C-level;Ensino Médio;Feminino;0;0;7864
Felipe Souza;29/01/1989;TI;Coordenador;Ensino Médio;Masculino;0;0;3217
Luiz Miguel Aragão;12/01/1961;Marketing;Assistente;Doutorado;Masculino;0;0;16226
Laís Nunes;02/09/1971;Jurídico;Assistente;Mestrado;Masculino;0;0;19002
Pedro Lucas Nogueira;13/01/1967;Financeiro;Diretor;Ensino Médio;Feminino;1;29;15978
Esther Rezende;10/02/1994;Financeiro;C-level;Fundamental;Masculino;1;15;17021
Vicente Gomes;14/07/1990;Jurídico;C-level;Mestrado;Feminino;0;0;10516
Lavínia Barbosa;11/09/1989;RH;Assistente;Fundamental;Masculino;0;0;12144
Ana Carolina Vieira;18/05/1961;RH;C-level;Fundamental;Feminino;0;0;14843
Ana Carolina Castro;05/01/1983;Produção;C-level;Ensino Médio;Feminino;0;0;2196
Sr. Rodrigo Jesus;01/05/1974;Vendas;Gerente;Tecnólogo;Masculino;0;0;4308
Brenda Duarte;15/09/2002;Financeiro;Coordenador;Fundamental;Feminino;0;0;4567
Stephany Gomes;25/11/1977;RH;C-level;Tecnólogo;Masculino;0;0;8885
Srta. Mariane da Cruz;09/12/1973;TI;Analista;Doutorado;Masculino;0;0;14769
Dr. Juan Barros;19/03/1999;Logística;Assistente;Doutorado;Masculino;0;0;19799
Lucca Fernandes;09/08/1967;Operações;Estagiário;Graduação;Masculino;0;0;5952
Sr. Luiz Gustavo Lima;20/09/1978;RH;Coordenador;Ensino Médio;Masculino;1;25;6040
Sra. Elisa da Mata;09/09/1999;Operações;Diretor;Mestrado;Masculino;0;0;19544
Enzo das Neves;09/04/2000;Operações;C-level;Graduação;Masculino;1;32;12382
Sra. Caroline Peixoto;25/11/2000;Operações;Diretor;Doutorado;Feminino;0;0;12651
Clara Duarte;30/03/1997;Jurídico;Estagiário;Tecnólogo;Masculino;0;0;14448
Nathan Novaes;14/01/1997;Marketing;Analista;Fundamental;Masculino;0;0;12440
Luiza Fogaça;10/03/1982;RH;C-level;Fundamental;Masculino;0;0;11077
Pedro Lucas Costa;14/04/1998;Marketing;Assistente;Ensino Médio;Masculino;0;0;14657
Srta. Eduarda Costela;21/04/1977;RH;Estagiário;Doutorado;Feminino;0;0;12095
Dr. Diego Cunha;07/09/1980;Jurídico;Gerente;Doutorado;Masculino;0;0;2136
Erick da Rocha;04/08/1996;Produção;C-level;Doutorado;Masculino;1;33;4383
Luiz Miguel Souza;20/01/2001;Marketing;Analista;Tecnólogo;Masculino;0;0;7278
Mariane Barros;08/05/1980;Produção;Estagiário;Mestrado;Feminino;0;0;10477
Srta. Lívia Cunha;14/03/2004;RH;C-level;Mestrado;Masculino;0;0;19521
Maysa Nascimento;26/05/2002;Produção;Gerente;Fundamental;Masculino;0;0;15669
Dr. Kevin Pires;14/12/1979;Jurídico;Analista;Ensino Médio;Feminino;0;0;18805
Helena Costa;21/05/1980;Jurídico;Gerente;Ensino Médio;Feminino;0;0;16800
Yago Melo;10/03/1972;TI;Coordenador;Mestrado;Feminino;1;23;15908
Isadora Cavalcanti;07/06/1991;Financeiro;Coordenador;Mestrado;Masculino;0;0;6754
Thales Monteiro;05/06/1996;Marketing;Coordenador;Tecnólogo;Masculino;0;0;8867
Emanuella Duarte;23/12/2004;Operações;Analista;Doutorado;Masculino;0;0;14447
Caio Rodrigues;11/06/1991;Produção;Diretor;Tecnólogo;Feminino;0;0;3459
Isabel Moraes;08/09/2004;Marketing;Gerente;Tecnólogo;Feminino;0;0;14585
Yago Silva;08/10/1961;RH;Gerente;Fundamental;Masculino;0;0;19180
Caio da Cunha;17/04/1961;Produção;Gerente;Fundamental;Masculino;0;0;14563
Sra. Maria Luiza Teixeira;29/05/1975;Financeiro;Assistente;Ensino Médio;Masculino;1;6;5270
Sr. Gabriel da Paz;02/04/1972;Jurídico;Coordenador;Ensino Médio;Masculino;0;0;10354
Gustavo Rodrigues;15/02/1960;Vendas;Coordenador;Fundamental;Masculino;1;46;10605
Dr. Marcelo Fogaça;09/11/2004;Financeiro;Coordenador;Tecnólogo;Masculino;0;0;7358
Maria Cecília Sales;04/02/1970;Produção;Estagiário;Ensino Médio;Feminino;0;0;10676
Dr. Fernando Correia;22/05/1976;Vendas;Diretor;Tecnólogo;Masculino;0;0;3629
Brenda Silva;12/08/1990;Financeiro;Estagiário;Fundamental;Feminino;1;1;10011
Rebeca Carvalho;13/03/1980;Marketing;Diretor;Mestrado;Feminino;0;0;18841
Dr. João Gabriel Almeida;13/06/1989;Marketing;Coordenador;Tecnólogo;Masculino;0;0;16652
Elisa Cardoso;08/06/1996;Operações;C-level;Doutorado;Feminino;0;0;19454
Laís Peixoto;09/05/1985;RH;Gerente;Graduação;Masculino;0;0;14625
Luiz Otávio Cardoso;08/08/1967;Operações;C-level;Ensino Médio;Masculino;0;0;16671
Renan Nogueira;03/10/1989;Jurídico;Analista;Mestrado;Feminino;0;0;2926
Benício Barbosa;20/01/2000;Marketing;Analista;Ensino Médio;Masculino;0;0;14336
Dr. Vitor Gabriel Nogueira;02/07/1991;Vendas;Estagiário;Ensino Médio;Feminino;0;0;2015
Luiz Miguel Jesus;30/01/1963;Financeiro;Gerente;Doutorado;Feminino;0;0;6362
João Felipe Moraes;05/08/2002;Operações;Analista;Graduação;Feminino;0;0;2136
Sophie Martins;06/09/1971;Operações;Coordenador;Graduação;Feminino;1;39;4850
Luna Fernandes;07/01/1976;Financeiro;Gerente;Doutorado;Feminino;0;0;17592
Isabel Lopes;26/07/1961;Operações;Assistente;Graduação;Masculino;0;0;8126
Yasmin Rodrigues;14/04/1964;Marketing;Analista;Doutorado;Feminino;0;0;15492
Rafaela da Costa;11/06/1984;Jurídico;Estagiário;Ensino Médio;Masculino;0;0;17973
Ana Laura Correia;26/04/1973;TI;Gerente;Doutorado;Feminino;0;0;9618
Vicente Lima;16/01/1984;Financeiro;Estagiário;Doutorado;Feminino;0;0;12673
Maria Vitória Costa;26/02/1998;Produção;Estagiário;Tecnólogo;Feminino;0;0;2011
Srta. Joana Silva;06/01/2002;Vendas;C-level;Ensino Médio;Feminino;0;0;12491
Alícia Aragão;22/12/1979;RH;Gerente;Doutorado;Masculino;0;0;15087
Murilo Almeida;15/02/2005;TI;Analista;Graduação;Feminino;0;0;9122
Letícia Freitas;12/11/1997;RH;Assistente;Fundamental;Feminino;0;0;6298
Mirella Farias;11/06/1964;Marketing;Coordenador;Mestrado;Feminino;0;0;3130
Arthur Martins;05/05/1987;Logística;Diretor;Tecnólogo;Masculino;0;0;12102
Luiz Otávio Costa;09/02/1986;TI;Assistente;Mestrado;Feminino;0;0;6958
Yuri Rocha;24/05/1992;TI;Diretor;Doutorado;Feminino;0;0;6927
Diogo Cavalcanti;27/06/1976;Jurídico;Estagiário;Ensino Médio;Masculino;0;0;11834
Eduardo Duarte;27/05/1970;TI;Gerente;Mestrado;Feminino;1;32;2822
Natália da Costa;11/06/1981;Produção;C-level;Tecnólogo;Feminino;0;0;10365
Letícia da Mata;14/01/1978;Logística;Coordenador;Doutorado;Masculino;0;0;12833
Maria Cecília Oliveira;29/12/1976;Jurídico;Diretor;Graduação;Masculino;0;0;8454
Dr. Diogo Moraes;30/05/1981;Marketing;Analista;Doutorado;Feminino;1;27;8202
Ana Beatriz Pinto;17/06/1986;Financeiro;Analista;Tecnólogo;Feminino;0;0;14886
Rodrigo Nascimento;11/06/1995;Marketing;Estagiário;Tecnólogo;Masculino;1;10;8323
Maria Alice Souza;02/12/2004;RH;Diretor;Graduação;Masculino;0;0;2642
Ian Fogaça;20/09/1997;Financeiro;Assistente;Doutorado;Masculino;0;0;5591
Maria Julia Vieira;30/03/1992;Marketing;Analista;Doutorado;Masculino;1;12;10425
Ryan Cardoso;28/09/1965;Financeiro;Estagiário;Graduação;Feminino;1;15;10813
Isabelly Costela;28/10/1960;Produção;Estagiário;Graduação;Feminino;0;0;5945
Vitor da Rosa;06/02/1963;Vendas;Analista;Fundamental;Feminino;1;11;4582
Emanuella Oliveira;26/08/1973;Marketing;Coordenador;Tecnólogo;Feminino;0;0;10873
Otávio Sales;11/07/1978;Jurídico;Coordenador;Fundamental;Masculino;0;0;10419
Felipe Gomes;05/03/1981;Operações;Gerente;Mestrado;Feminino;0;0;10332
Calebe Porto;07/09/1992;Produção;Analista;Ensino Médio;Masculino;0;0;17327
Ana Luiza Lima;18/06/1990;TI;Assistente;Fundamental;Masculino;0;0;11122
Pedro Lucas Silveira;29/04/1973;RH;Diretor;Mestrado;Feminino;0;0;4215
Benjamin Cunha;30/03/1974;Vendas;Gerente;Fundamental;Feminino;1;33;11160
Nathan Porto;10/08/1975;Operações;Analista;Graduação;Masculino;0;0;11072
Nathan Nunes;28/12/2004;Financeiro;C-level;Ensino Médio;Masculino;1;44;3472
Rebeca Barbosa;20/04/1976;Logística;Diretor;Tecnólogo;Masculino;1;32;3309
Julia da Mota;19/04/1980;Jurídico;Assistente;Mestrado;Masculino;1;2;2679
Luiz Fernando Fogaça;27/09/1979;Operações;Analista;Fundamental;Feminino;0;0;7671
Milena Lima;09/09/1974;RH;Assistente;Tecnólogo;Feminino;0;0;14942
Sr. Thales da Luz;17/03/2003;TI;Estagiário;Tecnólogo;Feminino;1;13;16690
Yuri da Paz;18/11/1978;TI;Estagiário;Fundamental;Feminino;0;0;12197
Alice Fernandes;19/05/1970;Operações;Gerente;Doutorado;Masculino;0;0;18169
Dra. Helena Nogueira;17/09/1968;Vendas;Analista;Ensino Médio;Feminino;1;48;13095
Cecília Porto;07/10/1968;Marketing;Estagiário;Doutorado;Feminino;0;0;18746
Camila Teixeira;31/12/1994;Marketing;Gerente;Tecnólogo;Feminino;0;0;17682
Dra. Sabrina da Cunha;17/10/1965;Jurídico;C-level;Ensino Médio;Feminino;0;0;4421
Davi Luiz Vieira;18/02/1960;Jurídico;Assistente;Doutorado;Masculino;0;0;4245
Evelyn da Cruz;04/12/1963;Vendas;Coordenador;Fundamental;Feminino;0;0;5379
Beatriz da Rocha;26/04/2003;Vendas;C-level;Doutorado;Masculino;1;38;15573
Luiz Gustavo Costela;16/06/2005;Jurídico;Analista;Graduação;Feminino;0;0;5951
Clarice Rocha;07/08/1996;Vendas;Analista;Doutorado;Masculino;1;15;3170
Dr. Luigi Silva;21/02/1981;Vendas;Assistente;Doutorado;Feminino;0;0;4862
Mariana Almeida;15/11/1991;Jurídico;Gerente;Ensino Médio;Masculino;0;0;14117
Ana Cunha;27/09/1975;Marketing;Coordenador;Fundamental;Feminino;1;14;12383
Rebeca Azevedo;24/01/1960;RH;Diretor;Graduação;Feminino;1;30;11392
Pedro Henrique Farias;01/11/1973;Produção;Coordenador;Ensino Médio;Feminino;0;0;11539
Pietra Ferreira;16/12/1980;RH;C-level;Fundamental;Feminino;0;0;7685
Thomas Oliveira;15/10/1960;Operações;Coordenador;Tecnólogo;Masculino;0;0;9435
Gabriela Campos;17/04/1975;TI;Assistente;Doutorado;Masculino;0;0;7216
Sra. Olivia Porto;03/07/2000;RH;Coordenador;Graduação;Feminino;0;0;13177
Caroline Peixoto;18/11/1987;Logística;Estagiário;Graduação;Feminino;0;0;19214
Carlos Eduardo Silveira;13/10/1996;Vendas;C-level;Tecnólogo;Masculino;1;20;9329
Diego Cunha;22/02/1976;Logística;Analista;Graduação;Feminino;0;0;10889
Maria Clara da Rosa;04/02/1989;Logística;Diretor;Tecnólogo;Feminino;1;31;2194
Sofia Lima;07/12/1995;Jurídico;Coordenador;Tecnólogo;Feminino;0;0;12806
Davi Castro;21/05/1996;TI;Assistente;Tecnólogo;Masculino;0;0;15665
Luiz Miguel Peixoto;27/02/1967;RH;Analista;Mestrado;Masculino;1;6;15242
Dra. Isabelly Barbosa;15/03/1979;Operações;Estagiário;Fundamental;Masculino;0;0;3361
Levi Farias;23/12/1961;Logística;Estagiário;Tecnólogo;Feminino;1;33;7687
Maria Dias;06/05/1979;TI;C-level;Tecnólogo;Masculino;0;0;10267
Stella Freitas;08/06/1995;Logística;Gerente;Graduação;Masculino;0;0;17064
Danilo Alves;16/06/1977;TI;Coordenador;Graduação;Feminino;0;0;12520
Dr. Pedro Henrique Rodrigues;29/01/2006;Financeiro;Assistente;Mestrado;Masculino;1;30;14823
Lorenzo Peixoto;06/04/2002;Financeiro;Gerente;Fundamental;Masculino;0;0;13429
Daniela Ribeiro;21/06/2004;RH;Coordenador;Fundamental;Feminino;0;0;2522
Vitor da Cruz;04/12/1961;Financeiro;C-level;Fundamental;Masculino;0;0;19731
Nicole Fogaça;05/12/1996;Operações;Analista;Fundamental;Feminino;0;0;19435
Luiz Gustavo Duarte;13/02/1968;Operações;Analista;Ensino Médio;Masculino;0;0;10638
Manuela Fernandes;26/10/1983;Produção;Analista;Fundamental;Feminino;0;0;15217
Diego Rodrigues;27/05/1967;Financeiro;Estagiário;Mestrado;Masculino;0;0;15416
Davi Lucca Farias;08/11/1949;Financeiro;Assistente;Fundamental;Feminino;0;0;5230
Ana Júlia Vieira;25/08/2003;RH;Assistente;Mestrado;Feminino;1;34;13214
Cauã Sales;01/02/1962;Operações;Assistente;Graduação;Masculino;0;0;11058
Yago Almeida;12/07/2003;Logística;Estagiário;Tecnólogo;Masculino;0;0;13411
Marina Duarte;26/02/1976;Operações;Assistente;Graduação;Masculino;0;0;18593
Ana Júlia Barbosa;31/10/1998;Logística;Assistente;Mestrado;Masculino;0;0;10265
Kaique Aragão;30/03/1963;Financeiro;Coordenador;Doutorado;Masculino;1;29;3414
Ana Júlia das Neves;08/11/1994;Vendas;Assistente;Graduação;Masculino;0;0;14634
Valentina Oliveira;02/01/1983;TI;Assistente;Ensino Médio;Feminino;0;0;18824
Luiz Miguel Almeida;08/04/1987;Financeiro;Coordenador;Mestrado;Masculino;0;0;7834
Sr. Alexandre Nogueira;18/01/1981;Marketing;C-level;Fundamental;Masculino;0;0;19621
Carolina Barbosa;17/11/2002;Produção;Assistente;Tecnólogo;Feminino;0;0;3174
Dr. Daniel da Costa;16/01/1978;TI;Estagiário;Mestrado;Masculino;0;0;19665
Raquel Viana;26/10/1974;Jurídico;Estagiário;Fundamental;Masculino;0;0;2432
Murilo da Luz;01/08/1980;Produção;Analista;Fundamental;Feminino;0;0;3509
Fernando Santos;11/09/1973;TI;Gerente;Fundamental;Feminino;0;0;4661
Thomas Gonçalves;26/08/2001;Vendas;Estagiário;Ensino Médio;Masculino;0;0;14993
Dr. Bryan da Luz;27/10/1995;Operações;Analista;Fundamental;Feminino;1;34;15942
Luigi da Cruz;18/08/2005;Financeiro;C-level;Ensino Médio;Masculino;0;0;11809
Kaique Costela;23/09/1973;Marketing;Coordenador;Fundamental;Feminino;0;0;9447
Heloísa Pereira;06/09/2006;RH;Analista;Mestrado;Feminino;0;0;18346
Davi da Luz;20/11/2005;Logística;Estagiário;Graduação;Masculino;0;0;2632
Dra. Sarah Costela;19/08/1977;RH;Analista;Graduação;Masculino;0;0;17988
Sra. Evelyn Jesus;17/06/1991;Produção;Gerente;Fundamental;Feminino;0;0;8105
Bernardo Moura;07/03/1989;Financeiro;Analista;Graduação;Feminino;0;0;13245
Ana Clara Mendes;18/09/1971;TI;Diretor;Tecnólogo;Masculino;0;0;11165
Igor Pinto;07/05/1991;Logística;Assistente;Mestrado;Feminino;0;0;6626
Guilherme Freitas;15/07/1989;Operações;C-level;Mestrado;Masculino;0;0;7296
Enzo Peixoto;18/04/1968;Jurídico;Gerente;Fundamental;Feminino;0;0;2864
Thiago Ramos;27/03/1990;Vendas;Diretor;Tecnólogo;Masculino;0;0;17994
Dra. Pietra Barros;30/03/1997;Logística;C-level;Doutorado;Masculino;0;0;7058
Ana Luiza Cardoso;28/03/1990;Financeiro;Analista;Mestrado;Masculino;1;30;4887
Carlos Eduardo Mendes;26/11/1997;Operações;C-level;Mestrado;Masculino;0;0;15623
Marcela Barros;05/02/1968;Financeiro;Coordenador;Graduação;Feminino;0;0;19047
Dr. João Vitor Lima;04/12/1980;Logística;Analista;Tecnólogo;Masculino;1;18;13975
João Guilherme Aragão;29/04/1995;Financeiro;Estagiário;Ensino Médio;Masculino;0;0;11181
Lívia Oliveira;26/05/1975;TI;C-level;Ensino Médio;Feminino;0;0;7527
Emanuelly Rodrigues;26/11/1949;Marketing;Diretor;Graduação;Masculino;0;0;17177
Maysa Lima;22/01/2004;Produção;Gerente;Fundamental;Feminino;1;4;4948
Joaquim Caldeira;26/07/1970;Vendas;Estagiário;Doutorado;Feminino;0;0;2224
Maria Fernanda Monteiro;26/05/1978;RH;Coordenador;Fundamental;Feminino;0;0;4996
Calebe Cardoso;14/03/2005;Jurídico;Assistente;Tecnólogo;Feminino;0;0;12832
Nicolas Freitas;15/06/1996;TI;Diretor;Tecnólogo;Feminino;0;0;19531
Dra. Julia da Rocha;08/04/1990;Marketing;Gerente;Mestrado;Masculino;0;0;12508
Marcelo Monteiro;26/11/1993;Logística;Estagiário;Ensino Médio;Feminino;0;0;15188
Cauã Rodrigues;04/09/1990;Vendas;Estagiário;Doutorado;Masculino;0;0;19735
Sr. Lorenzo Barros;25/07/1979;RH;Estagiário;Doutorado;Feminino;0;0;8961
Lucas Gabriel Freitas;16/07/1998;Operações;C-level;Mestrado;Feminino;0;0;12190
Ana Teixeira;30/11/1982;Operações;C-level;Fundamental;Feminino;0;0;5189
Luiz Henrique Vieira;17/07/1983;Logística;Estagiário;Graduação;Feminino;0;0;17563
Dra. Maria Pinto;11/09/1970;Jurídico;Assistente;Fundamental;Masculino;0;0;3621
Ana Laura Araújo;27/04/2001;RH;Coordenador;Graduação;Feminino;0;0;8257
Cauê Azevedo;17/08/1996;Jurídico;Estagiário;Tecnólogo;Masculino;1;24;19408
Rafaela Santos;31/01/1981;RH;Analista;Graduação;Masculino;0;0;14190
Sra. Bárbara Carvalho;09/11/1960;Produção;Assistente;Graduação;Feminino;0;0;10237
Olivia Cunha;08/12/1992;Operações;Estagiário;Graduação;Masculino;0;0;12545
Caroline Nunes;26/03/1969;RH;Assistente;Ensino Médio;Masculino;0;0;10524
Ana Jesus;17/03/1976;Produção;Assistente;Doutorado;Feminino;0;0;2840
Nicolas Cavalcanti;18/03/2003;Produção;C-level;Tecnólogo;Masculino;0;0;7449
João Felipe Rocha;13/04/1985;Operações;Gerente;Doutorado;Feminino;0;0;3801
Sofia Nascimento;09/05/2000;Financeiro;Assistente;Ensino Médio;Masculino;0;0;17734
Diego Costa;09/12/1949;Vendas;C-level;Mestrado;Feminino;1;50;4273
Davi Barbosa;25/04/1967;Vendas;Assistente;Mestrado;Feminino;1;7;13916
Levi Moura;23/12/1967;Operações;Gerente;Fundamental;Masculino;0;0;18119
Raquel Cardoso;30/10/1973;Jurídico;C-level;Doutorado;Masculino;0;0;15109
Alice Fogaça;04/05/1999;Financeiro;Estagiário;Fundamental;Feminino;0;0;7211
Francisco Gonçalves;26/11/2001;Jurídico;Diretor;Doutorado;Feminino;0;0;17454
Srta. Gabrielly Carvalho;01/07/1986;RH;Estagiário;Fundamental;Feminino;0;0;11695
Pedro Silva;08/08/1979;Produção;Coordenador;Ensino Médio;Masculino;0;0;14177
João Lucas Dias;30/07/1985;Vendas;C-level;Ensino Médio;Feminino;1;23;18584
Maria Luiza Cardoso;13/01/1979;RH;Coordenador;Ensino Médio;Masculino;0;0;10618
Lucas Gabriel Mendes;13/04/1991;Marketing;Coordenador;Ensino Médio;Masculino;1;5;11563
Vitória da Cruz;21/10/2001;TI;Assistente;Fundamental;Feminino;1;50;13233
Noah Santos;08/02/1985;Logística;Coordenador;Doutorado;Masculino;0;0;11393
Sr. João Miguel Cardoso;05/01/1980;Produção;Analista;Tecnólogo;Feminino;1;27;3516
Sra. Nina Farias;13/05/1996;Marketing;Estagiário;Fundamental;Masculino;1;13;19826
Mariane Costa;01/08/1969;Operações;Estagiário;Mestrado;Feminino;1;40;9828
Bruna Alves;10/03/2004;Financeiro;Estagiário;Fundamental;Feminino;0;0;3038
Dr. Calebe Farias;14/04/1960;Logística;Diretor;Fundamental;Masculino;0;0;3635
Luiz Miguel Araújo;25/08/1992;Financeiro;Diretor;Graduação;Feminino;0;0;9587
Lucas Barbosa;20/07/1971;RH;Estagiário;Doutorado;Masculino;0;0;12966
Alícia da Rocha;22/02/1987;Logística;C-level;Doutorado;Masculino;0;0;5791
Augusto da Rosa;18/09/1981;Logística;Assistente;Tecnólogo;Masculino;0;0;17776
Nathan Costela;29/12/2003;RH;Coordenador;Fundamental;Feminino;0;0;17090
Ana Lívia da Cunha;31/12/1976;Marketing;Assistente;Mestrado;Feminino;0;0;7319
Dr. Vitor da Rosa;12/07/1964;Marketing;C-level;Doutorado;Feminino;0;0;16308
Amanda Pereira;21/11/1963;Jurídico;C-level;Ensino Médio;Feminino;0;0;17081
Maria Julia Fogaça;28/02/1963;Operações;Assistente;Graduação;Masculino;0;0;5325
Emanuel Freitas;06/08/1962;Produção;Gerente;Graduação;Feminino;1;41;6317
Mirella da Mata;16/08/1990;Vendas;Diretor;Fundamental;Masculino;0;0;12497
Sr. João Miguel Silveira;13/08/1978;Logística;Diretor;Fundamental;Feminino;0;0;3204
Julia da Cruz;28/01/1980;RH;Estagiário;Mestrado;Feminino;0;0;3495
Cecília da Rosa;10/09/2006;Jurídico;Diretor;Mestrado;Masculino;1;22;5979
Sr. Leonardo Freitas;17/11/1984;TI;Analista;Mestrado;Masculino;0;0;5151
Eduardo Viana;05/09/1971;Marketing;Diretor;Ensino Médio;Masculino;0;0;12704
Laura Nogueira;22/12/1974;Marketing;Analista;Graduação;Feminino;0;0;18765
Eduardo da Cruz;08/10/2002;Produção;C-level;Fundamental;Masculino;1;9;18043
Esther Correia;28/04/1990;Vendas;Coordenador;Mestrado;Masculino;0;0;14597
Eduardo Fernandes;04/12/1964;Operações;Analista;Graduação;Feminino;0;0;9893
Luiza Viana;09/11/1988;Jurídico;C-level;Ensino Médio;Masculino;0;0;19424
Ryan Ribeiro;13/03/1968;Jurídico;Analista;Fundamental;Masculino;0;0;17343
Diogo Caldeira;07/09/1960;TI;Coordenador;Ensino Médio;Masculino;0;0;3964
Sra. Ana Júlia Almeida;03/10/1963;Logística;Coordenador;Graduação;Feminino;0;0;13025
Ana da Cunha;05/12/1973;Logística;C-level;Ensino Médio;Feminino;0;0;3901
Sra. Júlia Pires;03/03/1960;Operações;Diretor;Mestrado;Masculino;1;43;15090
Sr. Arthur Jesus;26/02/1977;Jurídico;Diretor;Fundamental;Masculino;0;0;6383
Isabel da Paz;23/08/1976;TI;Gerente;Tecnólogo;Masculino;0;0;3039
Henrique Campos;01/05/1981;Marketing;Gerente;Ensino Médio;Masculino;0;0;18321
Eduarda Sales;10/08/1998;Produção;Analista;Tecnólogo;Masculino;0;0;7249
Vitor Nunes;02/03/1991;Vendas;C-level;Doutorado;Masculino;0;0;3198
Paulo da Costa;16/11/1960;Operações;Diretor;Mestrado;Feminino;0;0;13325
Sr. Vitor Hugo Azevedo;26/07/1962;Produção;Gerente;Ensino Médio;Masculino;1;23;18570
Heitor Almeida;18/10/1979;Marketing;Estagiário;Doutorado;Masculino;0;0;12264
Raquel Campos;25/02/1984;Jurídico;Estagiário;Graduação;Masculino;0;0;10155
Davi Luiz Moraes;29/08/1960;Operações;Gerente;Tecnólogo;Feminino;0;0;19071
Noah Gonçalves;20/02/1967;Vendas;Estagiário;Graduação;Feminino;0;0;16439
Dr. Luigi da Luz;26/12/1970;Produção;Coordenador;Graduação;Masculino;0;0;9903
Dr. Thales Costa;26/09/2002;TI;Assistente;Fundamental;Masculino;0;0;15759
Leandro Melo;08/03/2007;Vendas;Assistente;Tecnólogo;Feminino;0;0;15966
Kevin da Rosa;31/10/1995;Operações;Coordenador;Ensino Médio;Masculino;0;0;10355
Mirella Martins;10/11/1991;Jurídico;Gerente;Ensino Médio;Masculino;0;0;5778
Srta. Esther da Rocha;24/01/2001;Financeiro;Coordenador;Mestrado;Feminino;1;15;2060
Diego Duarte;26/05/1999;Marketing;Gerente;Ensino Médio;Feminino;0;0;7647
Julia Araújo;18/05/2006;Financeiro;Gerente;Graduação;Feminino;0;0;13678
Nicolas Pinto;05/04/1996;Financeiro;Assistente;Tecnólogo;Feminino;0;0;16532
Erick Cunha;09/06/1960;Vendas;Analista;Doutorado;Feminino;0;0;3529
Melissa Monteiro;16/08/2003;TI;Diretor;Mestrado;Masculino;0;0;16413
Maria Julia Farias;06/10/1993;Financeiro;Estagiário;Doutorado;Feminino;0;0;13092
Bianca Cunha;05/07/1971;RH;Analista;Ensino Médio;Feminino;0;0;4924
Murilo Araújo;31/10/1975;Marketing;Assistente;Fundamental;Masculino;0;0;14502
Srta. Bárbara da Costa;10/10/1969;Operações;Assistente;Fundamental;Feminino;0;0;8610
Emilly Cardoso;11/05/1983;Vendas;Gerente;Mestrado;Feminino;0;0;17882
